ORDERID,SOURCE,ORDERSTATUS,RIDERPROVIDER,STOREID,CUSTOMERPINCODE,ORDERPLACEDDATE,VERIFIEDDATE,STOREPUSHEDDATE,BILLEDDATE,RIDERASSIGNEDDATE,OFDDATE,ARRIVEDDATE,DELIVEREDDATE,PROMISEDTAT,CANCELLEDDATE,MRP,PAYMENTMETHOD
8209,Mobile - Android,Out for Delivery,D,234886,560034,2022-Apr-04 18:49:00,2022-Apr-04 18:57:00,2022-Apr-04 19:06:00,2022-Apr-04 19:07:00,2022-Apr-04 19:09:00,2022-Apr-04 19:19:00,,,2022-Apr-04 21:00:00,,589.18,PREPAID
8210,Mobile - Android,Delivered,D,226522,700017,2022-Apr-04 18:49:00,2022-Apr-04 18:55:00,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 19:00:00,2022-Apr-04 19:30:00,2022-Apr-04 19:57:00,2022-Apr-04 19:57:00,2022-Apr-04 21:00:00,,1055.5,PREPAID
8211,Mobile - iOS,Delivered,D,231938,560048,2022-Apr-04 18:49:00,2022-Apr-04 18:50:00,2022-Apr-04 18:54:00,2022-Apr-04 18:58:00,2022-Apr-04 19:00:00,2022-Apr-04 19:27:00,2022-Apr-04 19:35:00,2022-Apr-04 19:36:00,2022-Apr-04 21:00:00,,532.62,PREPAID
8212,Mobile - iOS,Delivered,D,226528,700052,2022-Apr-04 18:50:00,2022-Apr-04 18:59:00,2022-Apr-04 19:00:00,2022-Apr-04 19:09:00,2022-Apr-04 19:11:00,2022-Apr-04 19:19:00,2022-Apr-04 19:25:00,2022-Apr-04 19:26:00,2022-Apr-04 21:00:00,,333.55,PREPAID
8213,Mobile - iOS,Delivered,D,223008,201305,2022-Apr-04 18:50:00,2022-Apr-04 18:51:00,2022-Apr-04 18:54:00,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 19:18:00,2022-Apr-04 19:28:00,2022-Apr-04 19:28:00,2022-Apr-04 21:00:00,,620,PREPAID
8214,Mobile - Android,Delivered,D,231938,560048,2022-Apr-04 18:51:00,2022-Apr-04 18:52:00,2022-Apr-04 19:00:00,2022-Apr-04 19:03:00,2022-Apr-04 19:14:00,2022-Apr-04 19:28:00,2022-Apr-04 19:36:00,2022-Apr-04 19:39:00,2022-Apr-04 21:00:00,,1037.14,PREPAID
8215,Mobile - mWeb,Delivered,D,226416,700019,2022-Apr-04 18:51:00,2022-Apr-04 19:13:00,2022-Apr-04 19:15:00,2022-Apr-04 19:18:00,2022-Apr-04 19:20:00,2022-Apr-04 19:27:00,2022-Apr-04 20:42:00,2022-Apr-04 20:42:00,2022-Apr-04 21:00:00,,725,PREPAID
8216,Mobile - Android,Delivered,D,232788,560067,2022-Apr-04 18:51:00,2022-Apr-04 18:52:00,2022-Apr-04 19:00:00,2022-Apr-04 19:03:00,2022-Apr-04 19:05:00,2022-Apr-04 19:12:00,2022-Apr-04 19:24:00,2022-Apr-04 19:27:00,2022-Apr-04 21:00:00,,317.91,PREPAID
8217,Mobile - Android,Delivered,D,222508,201305,2022-Apr-04 18:51:00,2022-Apr-04 18:52:00,2022-Apr-04 18:56:00,2022-Apr-04 19:00:00,2022-Apr-04 19:01:00,2022-Apr-04 19:14:00,2022-Apr-04 19:25:00,2022-Apr-04 19:26:00,2022-Apr-04 21:00:00,,560,COD
8218,Mobile - Android,Delivered,K,222252,380052,2022-Apr-04 18:51:00,2022-Apr-04 18:52:00,2022-Apr-04 18:53:00,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 19:06:00,2022-Apr-04 19:34:00,2022-Apr-04 19:36:00,2022-Apr-05 10:30:00,,920,COD
8219,Mobile - iOS,Out for Delivery,D,222648,110019,2022-Apr-04 18:51:00,2022-Apr-04 18:58:00,2022-Apr-04 19:02:00,2022-Apr-04 19:03:00,2022-Apr-04 19:06:00,2022-Apr-04 19:09:00,,,2022-Apr-04 21:00:00,,522,COD
8220,Mobile - Android,Delivered,K,226586,700032,2022-Apr-04 18:52:00,2022-Apr-04 18:53:00,2022-Apr-04 18:55:00,2022-Apr-04 18:58:00,2022-Apr-04 18:59:00,2022-Apr-04 19:25:00,2022-Apr-04 19:51:00,2022-Apr-04 19:51:00,2022-Apr-04 21:00:00,,836,PREPAID
8221,Mobile - iOS,Delivered,D,226016,700084,2022-Apr-04 18:52:00,2022-Apr-04 18:54:00,2022-Apr-04 18:56:00,2022-Apr-04 19:04:00,2022-Apr-04 19:06:00,2022-Apr-04 19:08:00,2022-Apr-04 19:18:00,2022-Apr-04 19:19:00,2022-Apr-04 21:00:00,,521,PREPAID
8222,Mobile - Android,Out for Delivery,D,222074,122022,2022-Apr-04 18:53:00,2022-Apr-04 18:54:00,2022-Apr-04 18:55:00,2022-Apr-04 18:57:00,2022-Apr-04 18:58:00,2022-Apr-04 19:08:00,,,2022-Apr-04 21:00:00,,427,PREPAID
8223,Mobile - Android,Arrived,D,226392,700091,2022-Apr-04 18:53:00,2022-Apr-04 20:18:00,2022-Apr-04 20:19:00,2022-Apr-04 20:32:00,2022-Apr-04 20:34:00,2022-Apr-04 20:47:00,2022-Apr-04 21:04:00,,2022-Apr-04 22:30:00,,448.8,PREPAID
8224,Mobile - Android,Delivered,D,226528,700055,2022-Apr-04 18:53:00,2022-Apr-04 18:54:00,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 19:00:00,2022-Apr-04 19:29:00,2022-Apr-04 19:56:00,2022-Apr-04 19:57:00,2022-Apr-04 21:00:00,,712.8,COD
8225,Mobile - Android,Delivered,D,229768,560103,2022-Apr-04 18:54:00,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 18:59:00,2022-Apr-04 19:01:00,2022-Apr-04 19:23:00,2022-Apr-04 19:41:00,2022-Apr-04 19:44:00,2022-Apr-04 21:00:00,,926.5,PREPAID
8226,Mobile - Android,Delivered,D,231042,600018,2022-Apr-04 18:54:00,2022-Apr-04 19:02:00,2022-Apr-04 19:04:00,2022-Apr-04 19:07:00,2022-Apr-04 19:09:00,2022-Apr-04 19:43:00,2022-Apr-04 20:04:00,2022-Apr-04 20:04:00,2022-Apr-04 21:30:00,,659.4,PREPAID
8227,Mobile - Android,Delivered,D,231450,560064,2022-Apr-04 18:54:00,2022-Apr-04 18:56:00,2022-Apr-04 18:59:00,2022-Apr-04 19:02:00,2022-Apr-04 19:05:00,2022-Apr-04 19:23:00,2022-Apr-04 19:38:00,2022-Apr-04 19:38:00,2022-Apr-04 21:00:00,,331.69,PREPAID
8228,Desktop - Website,Delivered,D,222820,110065,2022-Apr-04 18:55:00,2022-Apr-04 19:00:00,2022-Apr-04 19:05:00,2022-Apr-04 19:20:00,2022-Apr-04 19:22:00,2022-Apr-04 19:33:00,2022-Apr-04 19:47:00,2022-Apr-04 19:50:00,2022-Apr-04 21:30:00,,455.4,COD
8229,Mobile - Android,Delivered,O,226288,700030,2022-Apr-04 18:55:00,2022-Apr-04 18:56:00,2022-Apr-04 18:57:00,2022-Apr-04 18:59:00,2022-Apr-04 19:06:00,2022-Apr-04 19:20:00,2022-Apr-04 19:27:00,2022-Apr-04 19:30:00,2022-Apr-04 21:00:00,,484,PREPAID
8230,Mobile - iOS,Out for Delivery,O,222774,380004,2022-Apr-04 18:55:00,2022-Apr-04 20:43:00,2022-Apr-04 20:45:00,2022-Apr-05 12:12:00,2022-Apr-05 12:24:00,2022-Apr-05 12:24:00,,,2022-Apr-05 16:00:00,,386.4,COD
8231,Mobile - Android,Billed,,231296,500072,2022-Apr-04 18:55:00,2022-Apr-04 18:57:00,2022-Apr-04 18:59:00,2022-Apr-04 19:32:00,,,,,2022-Apr-04 21:00:00,,395.2,PREPAID
8232,Mobile - Android,Delivered,O,226044,700084,2022-Apr-04 18:56:00,2022-Apr-04 18:57:00,2022-Apr-04 18:59:00,2022-Apr-04 19:01:00,2022-Apr-04 19:11:00,2022-Apr-04 19:11:00,2022-Apr-04 19:20:00,2022-Apr-04 19:22:00,2022-Apr-04 21:00:00,,839.5,PREPAID
8233,Mobile - iOS,Billed,,222080,110070,2022-Apr-04 18:56:00,2022-Apr-04 18:57:00,2022-Apr-04 19:01:00,2022-Apr-04 19:03:00,,,,,2022-Apr-04 21:00:00,,410.58,PREPAID
8234,Mobile - Android,Delivered,O,232584,600042,2022-Apr-04 18:56:00,2022-Apr-04 18:59:00,2022-Apr-04 19:01:00,2022-Apr-04 19:06:00,2022-Apr-04 21:10:00,2022-Apr-04 21:10:00,2022-Apr-04 21:10:00,2022-Apr-04 21:12:00,2022-Apr-04 21:00:00,,845.32,PREPAID
8235,Mobile - Android,Delivered,D,234238,600042,2022-Apr-04 18:56:00,2022-Apr-04 18:59:00,2022-Apr-04 19:02:00,2022-Apr-04 19:02:00,2022-Apr-04 19:06:00,2022-Apr-04 19:24:00,2022-Apr-04 19:36:00,2022-Apr-04 19:37:00,2022-Apr-04 21:00:00,,359.1,PREPAID
8236,Mobile - Android,Out for Delivery,D,231342,600117,2022-Apr-04 18:56:00,2022-Apr-04 18:58:00,2022-Apr-04 19:01:00,2022-Apr-04 19:01:00,2022-Apr-04 19:03:00,2022-Apr-04 19:06:00,,,2022-Apr-04 21:00:00,,1400,PREPAID
8237,Mobile - Android,Delivered,D,228118,500085,2022-Apr-04 18:57:00,2022-Apr-04 19:14:00,2022-Apr-04 19:16:00,2022-Apr-04 19:17:00,2022-Apr-04 19:20:00,2022-Apr-04 19:41:00,2022-Apr-04 20:09:00,2022-Apr-04 20:09:00,2022-Apr-04 21:30:00,,1401.18,PREPAID
8238,Mobile - mWeb,Delivered,D,226762,700050,2022-Apr-04 18:57:00,2022-Apr-04 18:59:00,2022-Apr-04 19:00:00,2022-Apr-04 19:01:00,2022-Apr-04 19:04:00,2022-Apr-04 19:18:00,2022-Apr-04 19:31:00,2022-Apr-04 19:35:00,2022-Apr-04 21:00:00,,740,PREPAID
8239,Mobile - iOS,Delivered,D,231466,500084,2022-Apr-04 18:57:00,2022-Apr-04 18:59:00,2022-Apr-04 19:00:00,2022-Apr-04 19:21:00,2022-Apr-04 19:22:00,2022-Apr-04 19:40:00,2022-Apr-04 20:01:00,2022-Apr-04 20:03:00,2022-Apr-04 21:00:00,,385,PREPAID
8240,Mobile - Android,Delivered,D,223050,122018,2022-Apr-04 18:58:00,2022-Apr-04 19:11:00,2022-Apr-04 19:15:00,2022-Apr-04 19:16:00,2022-Apr-04 19:17:00,2022-Apr-04 19:26:00,2022-Apr-04 19:48:00,2022-Apr-04 19:50:00,2022-Apr-04 21:30:00,,939.37,PREPAID
8241,Mobile - mWeb,Store Pushed,,230544,560051,2022-Apr-04 18:58:00,2022-Apr-04 18:59:00,2022-Apr-04 19:03:00,,,,,,2022-Apr-04 21:00:00,,511,COD
8242,Mobile - Android,Out for Delivery,D,231656,560100,2022-Apr-04 18:58:00,2022-Apr-04 18:59:00,2022-Apr-04 19:04:00,2022-Apr-04 19:08:00,2022-Apr-04 19:10:00,2022-Apr-04 19:21:00,,,2022-Apr-04 21:00:00,,335,COD
8243,Mobile - iOS,Delivered,D,223050,122011,2022-Apr-04 18:59:00,2022-Apr-04 19:01:00,2022-Apr-04 19:04:00,2022-Apr-04 19:05:00,2022-Apr-04 19:07:00,2022-Apr-04 19:17:00,2022-Apr-04 19:46:00,2022-Apr-04 19:46:00,2022-Apr-04 21:00:00,,498.75,PREPAID
8244,Mobile - Android,Delivered,K,226288,700006,2022-Apr-04 18:59:00,2022-Apr-04 19:03:00,2022-Apr-04 19:05:00,2022-Apr-04 19:56:00,2022-Apr-04 20:15:00,2022-Apr-04 20:15:00,2022-Apr-04 20:49:00,2022-Apr-04 20:53:00,2022-Apr-04 21:00:00,,1062.66,PREPAID
8245,Mobile - Android,Delivered,D,382186,500018,2022-Apr-04 19:00:00,2022-Apr-04 19:09:00,2022-Apr-04 19:13:00,2022-Apr-04 19:14:00,2022-Apr-04 19:16:00,2022-Apr-04 19:38:00,2022-Apr-04 19:54:00,2022-Apr-04 19:56:00,2022-Apr-04 21:30:00,,853.79,PREPAID
8246,Mobile - Android,Delivered,D,222090,110053,2022-Apr-04 19:00:00,2022-Apr-04 19:01:00,2022-Apr-04 19:05:00,2022-Apr-04 19:12:00,2022-Apr-04 19:14:00,2022-Apr-04 19:28:00,2022-Apr-04 20:20:00,2022-Apr-04 20:21:00,2022-Apr-04 21:30:00,,719.5,PREPAID
8247,Mobile - Android,Billed,,222116,110019,2022-Apr-04 19:00:00,2022-Apr-04 19:02:00,2022-Apr-04 19:05:00,2022-Apr-04 19:07:00,,,,,2022-Apr-04 21:30:00,,799.42,PREPAID
8248,Mobile - Android,Delivered,D,222552,110042,2022-Apr-04 19:01:00,2022-Apr-04 20:15:00,2022-Apr-04 20:17:00,2022-Apr-04 20:22:00,2022-Apr-04 20:24:00,2022-Apr-04 20:29:00,2022-Apr-04 21:05:00,2022-Apr-04 21:06:00,2022-Apr-04 22:30:00,,451.01,PREPAID
8249,Mobile - Android,Delivered,D,231626,500019,2022-Apr-04 19:01:00,2022-Apr-04 19:03:00,2022-Apr-04 19:05:00,2022-Apr-04 19:08:00,2022-Apr-04 19:10:00,2022-Apr-04 19:17:00,2022-Apr-04 19:35:00,2022-Apr-04 19:39:00,2022-Apr-04 21:30:00,,695.6,PREPAID
8250,Mobile - mWeb,Delivered,K,226598,700039,2022-Apr-04 19:01:00,2022-Apr-04 19:33:00,2022-Apr-04 19:35:00,2022-Apr-04 20:17:00,2022-Apr-04 20:19:00,2022-Apr-04 20:57:00,2022-Apr-04 21:10:00,2022-Apr-04 21:14:00,2022-Apr-04 22:00:00,,849,PREPAID
8251,Mobile - Android,Delivered,O,230956,500034,2022-Apr-04 19:01:00,2022-Apr-04 19:12:00,2022-Apr-04 19:14:00,2022-Apr-04 19:18:00,2022-Apr-04 19:35:00,2022-Apr-04 19:57:00,2022-Apr-04 20:34:00,2022-Apr-04 20:36:00,2022-Apr-04 21:30:00,,974.1,COD
8252,Mobile - Android,Delivered,K,383658,500049,2022-Apr-04 19:01:00,2022-Apr-04 19:02:00,2022-Apr-04 19:06:00,2022-Apr-04 19:07:00,2022-Apr-04 19:09:00,2022-Apr-04 19:10:00,2022-Apr-04 19:22:00,2022-Apr-04 19:23:00,2022-Apr-04 21:30:00,,430,PREPAID
8253,Mobile - Android,Delivered,D,226798,700074,2022-Apr-04 19:01:00,2022-Apr-04 19:03:00,2022-Apr-04 19:05:00,2022-Apr-04 19:05:00,2022-Apr-04 19:08:00,2022-Apr-04 19:22:00,2022-Apr-04 19:27:00,2022-Apr-04 19:30:00,2022-Apr-04 21:30:00,,1300,PREPAID
8254,Mobile - mWeb,Delivered,D,232132,600043,2022-Apr-04 19:02:00,2022-Apr-04 19:19:00,2022-Apr-04 19:22:00,2022-Apr-04 19:23:00,2022-Apr-04 19:25:00,2022-Apr-04 19:43:00,2022-Apr-04 20:03:00,2022-Apr-04 20:04:00,2022-Apr-04 21:30:00,,679.36,PREPAID
8255,Mobile - Android,Out for Delivery,K,231612,560099,2022-Apr-04 19:02:00,2022-Apr-04 19:04:00,2022-Apr-04 19:10:00,2022-Apr-04 19:17:00,2022-Apr-04 19:20:00,2022-Apr-04 19:36:00,,,2022-Apr-04 21:30:00,,457.34,PREPAID
8256,Mobile - iOS,Cancelled,,228654,500001,2022-Apr-04 19:02:00,2022-Apr-04 19:08:00,2022-Apr-04 19:10:00,,,,,,2022-Apr-04 21:30:00,2022-Apr-04 21:34:00,678.1,PREPAID
8257,Mobile - Android,Delivered,K,222692,110088,2022-Apr-04 19:02:00,2022-Apr-04 19:09:00,2022-Apr-04 19:12:00,2022-Apr-04 19:26:00,2022-Apr-04 19:28:00,2022-Apr-04 19:45:00,2022-Apr-04 20:01:00,2022-Apr-04 20:05:00,2022-Apr-04 21:30:00,,416.18,PREPAID
8258,Mobile - iOS,Billed,,383736,500075,2022-Apr-04 19:03:00,2022-Apr-04 19:10:00,2022-Apr-04 19:13:00,2022-Apr-04 19:14:00,,,,,2022-Apr-04 21:30:00,,384.74,COD
8259,Mobile - Android,Delivered,D,226598,700031,2022-Apr-04 19:03:00,2022-Apr-04 19:04:00,2022-Apr-04 19:06:00,2022-Apr-04 19:09:00,2022-Apr-04 19:11:00,2022-Apr-04 19:17:00,2022-Apr-04 19:25:00,2022-Apr-04 19:27:00,2022-Apr-04 21:30:00,,379,COD
8260,Mobile - mWeb,Delivered,D,231656,560100,2022-Apr-04 19:03:00,2022-Apr-04 19:04:00,2022-Apr-04 19:10:00,2022-Apr-04 19:12:00,2022-Apr-04 19:14:00,2022-Apr-04 19:33:00,2022-Apr-04 19:46:00,2022-Apr-04 19:47:00,2022-Apr-04 21:30:00,,476,COD
8261,Mobile - Android,Delivered,K,231704,560087,2022-Apr-04 19:03:00,2022-Apr-04 19:04:00,2022-Apr-04 19:10:00,2022-Apr-04 19:13:00,2022-Apr-04 19:23:00,2022-Apr-04 19:35:00,2022-Apr-04 19:57:00,2022-Apr-04 19:58:00,2022-Apr-04 21:30:00,,605,PREPAID
8262,Mobile - mWeb,Delivered,K,222080,110070,2022-Apr-04 19:03:00,2022-Apr-04 19:04:00,2022-Apr-04 19:08:00,2022-Apr-04 19:16:00,2022-Apr-04 19:18:00,2022-Apr-04 19:39:00,2022-Apr-04 19:51:00,2022-Apr-04 19:54:00,2022-Apr-04 21:30:00,,362.11,COD
8263,Mobile - iOS,Out for Delivery,D,222600,110017,2022-Apr-04 19:03:00,2022-Apr-04 20:33:00,2022-Apr-04 20:36:00,2022-Apr-04 20:39:00,2022-Apr-04 20:41:00,2022-Apr-04 21:00:00,,,2022-Apr-04 23:00:00,,596.95,PREPAID
8264,Mobile - Android,Cancelled,,231784,600087,2022-Apr-04 19:04:00,2022-Apr-04 19:15:00,2022-Apr-04 19:17:00,,,,,,2022-Apr-04 21:30:00,2022-Apr-04 21:41:00,1015.5,PREPAID
8265,Mobile - Android,Store Pushed,,226618,700017,2022-Apr-04 19:04:00,2022-Apr-04 19:13:00,2022-Apr-04 19:16:00,,,,,,2022-Apr-04 21:30:00,,724.52,PREPAID
8266,Mobile - iOS,Delivered,D,226036,700028,2022-Apr-04 19:04:00,2022-Apr-04 19:05:00,2022-Apr-04 19:06:00,2022-Apr-04 19:11:00,2022-Apr-04 19:13:00,2022-Apr-04 19:44:00,2022-Apr-04 20:07:00,2022-Apr-04 20:11:00,2022-Apr-04 21:30:00,,630,PREPAID
8267,Mobile - mWeb,Delivered,D,228106,500081,2022-Apr-04 19:04:00,2022-Apr-04 19:06:00,2022-Apr-04 19:07:00,2022-Apr-04 19:11:00,2022-Apr-04 19:13:00,2022-Apr-04 19:24:00,2022-Apr-04 19:37:00,2022-Apr-04 19:37:00,2022-Apr-04 21:30:00,,699,PREPAID
8268,Mobile - Android,Delivered,D,230456,600020,2022-Apr-04 19:04:00,2022-Apr-04 19:20:00,2022-Apr-04 19:21:00,2022-Apr-04 19:23:00,2022-Apr-04 19:25:00,2022-Apr-04 19:35:00,2022-Apr-04 19:47:00,2022-Apr-04 19:50:00,2022-Apr-04 21:30:00,,1018.16,PREPAID
8269,Mobile - Android,Delivered,D,226290,700101,2022-Apr-04 19:05:00,2022-Apr-04 19:16:00,2022-Apr-04 19:17:00,2022-Apr-04 19:23:00,2022-Apr-04 19:25:00,2022-Apr-04 19:45:00,2022-Apr-04 20:05:00,2022-Apr-04 20:05:00,2022-Apr-04 21:30:00,,982.34,COD
8270,Mobile - Android,Delivered,K,223412,302019,2022-Apr-04 19:05:00,2022-Apr-04 19:06:00,2022-Apr-04 19:08:00,2022-Apr-04 19:09:00,2022-Apr-04 19:15:00,2022-Apr-04 20:07:00,2022-Apr-04 20:18:00,2022-Apr-04 20:21:00,2022-Apr-05 10:30:00,,670,PREPAID
8271,Mobile - Android,Cancelled,,383742,500032,2022-Apr-04 19:05:00,2022-Apr-04 19:06:00,2022-Apr-04 19:07:00,,,,,,2022-Apr-04 21:30:00,2022-Apr-04 19:10:00,406.45,COD
8272,Mobile - Android,Out for Delivery,D,226618,700014,2022-Apr-04 19:05:00,2022-Apr-04 19:07:00,2022-Apr-04 19:09:00,2022-Apr-04 19:10:00,2022-Apr-04 19:12:00,2022-Apr-04 19:22:00,,,2022-Apr-04 21:30:00,,627.46,PREPAID
8273,Mobile - iOS,Delivered,K,229768,560103,2022-Apr-04 19:05:00,2022-Apr-04 19:06:00,2022-Apr-04 19:08:00,2022-Apr-04 19:09:00,2022-Apr-04 19:11:00,2022-Apr-04 19:20:00,2022-Apr-04 19:45:00,2022-Apr-04 19:48:00,2022-Apr-04 21:30:00,,602.5,PREPAID
8274,Mobile - Android,Billed,,222608,110059,2022-Apr-04 19:05:00,2022-Apr-04 19:18:00,2022-Apr-04 19:22:00,2022-Apr-04 20:03:00,,,,,2022-Apr-04 21:30:00,,445.84,PREPAID
8275,Mobile - Android,Cancelled,,230956,500016,2022-Apr-04 19:05:00,2022-Apr-04 19:34:00,2022-Apr-04 19:34:00,,,,,,2022-Apr-04 22:00:00,2022-Apr-04 21:58:00,804.15,PREPAID
8276,Mobile - iOS,Delivered,K,230264,500072,2022-Apr-04 19:07:00,2022-Apr-04 19:36:00,2022-Apr-04 19:38:00,2022-Apr-04 19:39:00,2022-Apr-04 20:06:00,2022-Apr-04 20:06:00,2022-Apr-04 20:20:00,2022-Apr-04 20:23:00,2022-Apr-04 22:00:00,,736.27,COD
8277,Mobile - mWeb,Delivered,D,232788,560066,2022-Apr-04 19:07:00,2022-Apr-04 19:17:00,2022-Apr-04 19:21:00,2022-Apr-04 19:27:00,2022-Apr-04 19:29:00,2022-Apr-04 19:36:00,2022-Apr-04 19:50:00,2022-Apr-04 19:54:00,2022-Apr-04 21:30:00,,1244.01,PREPAID
8278,Mobile - Android,Delivered,D,226354,700124,2022-Apr-04 19:07:00,2022-Apr-04 19:08:00,2022-Apr-04 19:11:00,2022-Apr-04 19:12:00,2022-Apr-04 19:14:00,2022-Apr-04 19:23:00,2022-Apr-04 19:54:00,2022-Apr-04 19:54:00,2022-Apr-04 21:30:00,,355,PREPAID
8279,Desktop - Website,Assigned,D,233574,500084,2022-Apr-04 19:08:00,2022-Apr-04 19:09:00,2022-Apr-04 19:12:00,2022-Apr-04 19:15:00,2022-Apr-04 19:17:00,,,,2022-Apr-04 21:30:00,,344.5,PREPAID
8280,Mobile - iOS,Delivered,D,231060,500085,2022-Apr-04 19:08:00,2022-Apr-05 09:21:00,2022-Apr-05 09:24:00,2022-Apr-05 09:37:00,2022-Apr-05 09:39:00,2022-Apr-05 09:45:00,2022-Apr-05 10:12:00,2022-Apr-05 10:13:00,2022-Apr-05 11:30:00,,880.26,PREPAID
8281,Mobile - iOS,Delivered,D,233574,500019,2022-Apr-04 19:08:00,2022-Apr-04 19:10:00,2022-Apr-04 19:12:00,2022-Apr-04 19:15:00,2022-Apr-04 19:17:00,2022-Apr-04 19:31:00,2022-Apr-04 19:47:00,2022-Apr-04 19:47:00,2022-Apr-04 21:30:00,,803.5,PREPAID
8282,Mobile - Android,Out for Delivery,D,230544,560005,2022-Apr-04 19:08:00,2022-Apr-04 19:10:00,2022-Apr-04 19:14:00,2022-Apr-04 19:15:00,2022-Apr-04 19:17:00,2022-Apr-04 19:29:00,,,2022-Apr-04 21:30:00,,1320,PREPAID
8283,Mobile - Android,Delivered,O,222196,302016,2022-Apr-04 19:09:00,2022-Apr-04 19:14:00,2022-Apr-04 19:19:00,2022-Apr-04 19:20:00,2022-Apr-04 19:22:00,2022-Apr-04 19:23:00,2022-Apr-04 20:51:00,2022-Apr-04 20:54:00,2022-Apr-05 10:30:00,,446.4,PREPAID
8284,Mobile - iOS,Delivered,O,222228,302017,2022-Apr-04 19:09:00,2022-Apr-04 20:32:00,2022-Apr-04 20:34:00,2022-Apr-04 20:36:00,2022-Apr-05 07:19:00,2022-Apr-05 07:22:00,2022-Apr-05 08:41:00,2022-Apr-05 08:44:00,2022-Apr-05 10:30:00,,757,COD
8285,Mobile - Android,Delivered,K,222838,122003,2022-Apr-04 19:09:00,2022-Apr-04 19:10:00,2022-Apr-04 19:12:00,2022-Apr-04 19:16:00,2022-Apr-04 19:18:00,2022-Apr-04 19:36:00,2022-Apr-04 19:45:00,2022-Apr-04 19:46:00,2022-Apr-04 21:30:00,,804.5,COD
8286,Mobile - mWeb,Delivered,O,235466,500089,2022-Apr-04 19:09:00,2022-Apr-04 19:58:00,2022-Apr-04 20:01:00,2022-Apr-04 20:05:00,2022-Apr-04 20:09:00,2022-Apr-04 20:11:00,2022-Apr-04 20:22:00,2022-Apr-04 20:25:00,2022-Apr-04 22:00:00,,634.94,COD
8287,Mobile - mWeb,Delivered,D,232670,500036,2022-Apr-04 19:10:00,2022-Apr-04 19:13:00,2022-Apr-04 19:17:00,2022-Apr-04 19:25:00,2022-Apr-04 19:28:00,2022-Apr-04 20:01:00,2022-Apr-04 20:17:00,2022-Apr-04 20:19:00,2022-Apr-04 21:30:00,,690,PREPAID
8288,Mobile - iOS,Delivered,D,232948,560036,2022-Apr-04 19:10:00,2022-Apr-04 19:47:00,2022-Apr-04 19:57:00,2022-Apr-04 19:59:00,2022-Apr-04 20:01:00,2022-Apr-04 20:14:00,2022-Apr-04 20:39:00,2022-Apr-04 20:41:00,2022-Apr-04 22:00:00,,481.5,PREPAID
8289,Mobile - Android,Delivered,D,223050,122018,2022-Apr-04 19:10:00,2022-Apr-04 19:11:00,2022-Apr-04 19:15:00,2022-Apr-04 19:16:00,2022-Apr-04 19:17:00,2022-Apr-04 19:23:00,2022-Apr-04 19:33:00,2022-Apr-04 19:35:00,2022-Apr-04 21:30:00,,324.84,COD
8290,Mobile - Android,Delivered,O,226290,700136,2022-Apr-04 19:10:00,2022-Apr-05 09:20:00,2022-Apr-05 09:21:00,2022-Apr-05 09:27:00,2022-Apr-05 10:09:00,2022-Apr-05 10:09:00,2022-Apr-05 10:27:00,2022-Apr-05 10:28:00,2022-Apr-05 11:30:00,,1000.52,PREPAID
8291,Mobile - Android,Delivered,O,226282,700002,2022-Apr-04 19:11:00,2022-Apr-04 19:14:00,2022-Apr-04 19:15:00,2022-Apr-04 19:17:00,2022-Apr-04 19:41:00,2022-Apr-04 19:41:00,2022-Apr-04 19:57:00,2022-Apr-04 19:59:00,2022-Apr-04 21:30:00,,310.06,PREPAID
8292,Mobile - iOS,Delivered,D,234572,500089,2022-Apr-04 19:11:00,2022-Apr-04 19:13:00,2022-Apr-04 19:17:00,2022-Apr-04 19:25:00,2022-Apr-04 19:27:00,2022-Apr-04 19:58:00,2022-Apr-04 20:00:00,2022-Apr-04 20:04:00,2022-Apr-04 21:30:00,,997.5,PREPAID
8293,Mobile - mWeb,Delivered,D,383742,500032,2022-Apr-04 19:11:00,2022-Apr-04 19:12:00,2022-Apr-04 19:14:00,2022-Apr-04 19:55:00,2022-Apr-04 19:56:00,2022-Apr-04 20:30:00,2022-Apr-04 20:47:00,2022-Apr-04 20:48:00,2022-Apr-04 21:30:00,,494.09,COD
8294,Mobile - Android,Delivered,K,226568,700050,2022-Apr-04 19:12:00,2022-Apr-04 19:41:00,2022-Apr-04 19:44:00,2022-Apr-04 20:01:00,2022-Apr-04 20:10:00,2022-Apr-04 20:10:00,2022-Apr-04 21:13:00,2022-Apr-04 21:14:00,2022-Apr-04 22:00:00,,693.96,COD
8295,Mobile - Android,Delivered,D,228102,500033,2022-Apr-04 19:12:00,2022-Apr-04 19:13:00,2022-Apr-04 19:16:00,2022-Apr-04 19:16:00,2022-Apr-04 19:19:00,2022-Apr-04 19:45:00,2022-Apr-04 19:53:00,2022-Apr-04 19:57:00,2022-Apr-04 21:30:00,,421.84,PREPAID
